DATAFLOW,VARIABLE: Variable,SPECIFICATION: Specification,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_VARIABLE_2: Note Variable 2,NOTE_VARIABLE_1: Note Variable 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06003: Berdorf,A: Annual,2016,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06003: Berdorf,A: Annual,2017,3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06003: Berdorf,A: Annual,2018,-3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06003: Berdorf,A: Annual,2019,4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06003: Berdorf,A: Annual,2020,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06003: Berdorf,A: Annual,2021,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06003: Berdorf,A: Annual,2022,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1987,-12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1988,-7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1989,-1,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1990,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1991,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1992,6,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1993,4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1994,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1995,-3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1996,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1997,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1998,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,1999,19,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2000,23,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2001,-7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2002,-8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2003,-27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2004,-4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2005,-4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2006,-1,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2007,-11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2008,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2009,-11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2010,-8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2011,-3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2012,3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2013,-17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2014,-16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2015,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2016,-34,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2017,-40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2018,-21,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2019,-39,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2020,-27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2021,-8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM06005: Echternach,A: Annual,2022,-27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1987,-20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1988,-3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1989,-6,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1990,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1991,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1992,-4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1993,-7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1994,-5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1995,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1996,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1997,-9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1998,2,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1999,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2000,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2001,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2002,3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2003,1,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2004,,,,,,,,"-: ",0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2005,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2006,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2007,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2008,6,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2009,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2010,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2011,-17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2012,-11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2013,-1,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2014,-3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2015,-9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2016,4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2017,-8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2018,-26,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2019,-16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2020,-28,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2021,-15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A03: Natural balance by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2022,-8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1987,41,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1988,36,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1989,49,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1990,45,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1991,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1992,33,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1993,46,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1994,51,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1995,49,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1996,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1997,46,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1998,54,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,1999,44,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2000,64,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2001,54,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2002,49,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2003,62,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2004,62,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2005,47,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2006,57,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2007,57,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2008,71,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2009,51,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2010,49,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2011,63,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2012,65,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2013,80,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2014,57,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2015,57,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2016,85,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2017,65,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2018,80,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2019,75,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2020,77,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2021,68,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM10011: Roeser,A: Annual,2022,70,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1987,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1988,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1989,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1990,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1991,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1992,4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1993,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1994,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1995,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1996,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1997,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1998,23,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,1999,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2000,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2001,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2002,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2003,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2004,19,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2005,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2006,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2007,23,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2008,21,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2009,28,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2010,26,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2011,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2012,29,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2013,38,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2014,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2015,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2016,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2017,24,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2018,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2019,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2020,23,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2021,19,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM11011: Weiler-la-Tour,A: Annual,2022,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1987,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1988,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1989,19,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1990,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1991,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1992,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1993,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1994,19,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1995,24,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1996,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1997,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1998,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,1999,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2000,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2001,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2002,6,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2003,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2004,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2005,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2006,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2007,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2008,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2009,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2010,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2011,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2012,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2013,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2014,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2015,33,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2016,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2017,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2018,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2019,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2020,27,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2021,21,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM01004: Weiswampach,A: Annual,2022,21,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1987,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1988,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1989,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1990,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1991,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1992,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1993,8,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1994,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1995,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1996,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1997,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1998,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,1999,3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,2000,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,2001,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,2002,5,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,2003,3,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,2004,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,2005,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,2006,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,2007,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM03003: Grosbous,A: Annual,2008,12,,,,,,,,0: Zero
